iter	Logloss
606	0.3482648559
607	0.3482059742
608	0.3480753969
609	0.3480064384
610	0.3478861732
611	0.3478109016
612	0.3477564701
613	0.347624983
614	0.3475438396
615	0.3474787895
616	0.3474351203
617	0.3473126514
618	0.3471880892
619	0.34712559
620	0.3470363913
621	0.3469769657
622	0.3469151959
623	0.3467997012
624	0.3467003424
625	0.346633951
626	0.3465813896
627	0.3465310413
628	0.3464496072
629	0.3462949295
630	0.3462291257
631	0.3461676459
632	0.3460692678
633	0.3459969677
634	0.3459208625
635	0.3458149209
636	0.3457600713
637	0.3456904238
638	0.345508007
639	0.3454044312
640	0.3453435981
641	0.3452729154
642	0.3451380179
643	0.3450245547
644	0.3449385471
645	0.3448918884
646	0.3447584525
647	0.3446343721
648	0.3445228684
649	0.3444576658
650	0.3443935482
651	0.3443450704
652	0.3442236286
653	0.3441460762
654	0.3440521071
655	0.3438969483
656	0.3438231376
657	0.3437205
658	0.3436158022
659	0.3435103617
660	0.3434204516
661	0.343363739
662	0.3432658559
663	0.3431459124
664	0.3430989644
665	0.3430526333
666	0.3430160916
667	0.3429512589
668	0.3428137541
669	0.3426854649
670	0.3425859243
671	0.3425234844
672	0.3424370739
673	0.3423262376
674	0.3422216766
675	0.3421427728
676	0.3420110032
677	0.341960684
678	0.3419069507
679	0.3418446391
680	0.3416975836
681	0.3415946827
682	0.3414762886
683	0.3414257807
684	0.341346366
685	0.3412916173
686	0.3412497185
687	0.3411936131
688	0.3411188567
689	0.3410417
690	0.340969877
691	0.3409014654
692	0.3407950137
693	0.3406492523
694	0.3405675471
695	0.3404972171
696	0.340451877
697	0.3404061977
698	0.340259928
699	0.3401534291
700	0.3400847785
701	0.3399624484
702	0.3398602312
703	0.3397582274
704	0.3395943707
705	0.3394946206
706	0.3393962436
707	0.3392869376
708	0.3392527133
709	0.3391888703
710	0.3391071137
711	0.339021309
712	0.3389335692
713	0.3388677234
714	0.3388036757
715	0.3386751798
716	0.3386026262
717	0.3385278479
718	0.3384592424
719	0.3383621268
720	0.3382997315
721	0.3381994966
722	0.3381193909
723	0.3380175503
724	0.337975608
725	0.3379215571
726	0.3378389011
727	0.3377450154
728	0.3376821317
729	0.3375921567
730	0.3374840778
731	0.3374024656
732	0.3371833651
733	0.3371297106
734	0.3370338235
735	0.3369335494
736	0.336876333
737	0.3367246382
738	0.3366449596
739	0.3365451511
740	0.3364336315
741	0.3363569694
742	0.3363026423
743	0.3362154371
744	0.3360656446
745	0.3359722941
746	0.3358867729
747	0.3357654201
748	0.3356664863
749	0.3356222731
750	0.3355032878
751	0.3353803509
752	0.3352690556
753	0.3351703437
754	0.3350964983
755	0.3349941938
756	0.334929732
757	0.3348772909
758	0.3347524417
759	0.3346846434
760	0.334626852
761	0.3345549961
762	0.3345052686
763	0.3344374153
764	0.3343300666
765	0.3342770711
766	0.3341744113
767	0.3340916134
768	0.3340349294
769	0.3339290631
770	0.3337864303
771	0.3336892972
772	0.3335949986
773	0.3334933609
774	0.3333411881
775	0.333198329
776	0.3331277143
777	0.3330894205
778	0.3330625648
779	0.3329954827
780	0.3328924757
781	0.3328403365
782	0.3327692475
783	0.3327284714
784	0.3326454048
785	0.3325953798
786	0.332545611
787	0.3325116289
788	0.3324362207
789	0.3323711178
790	0.3322619287
791	0.3321999202
792	0.3321252532
793	0.3320609864
794	0.3320161263
795	0.3319768833
796	0.3318762482
797	0.3318200685
798	0.3317703525
799	0.3316601902
800	0.3315912932
801	0.3315091672
802	0.3314058284
803	0.3313142172
804	0.3312655417
805	0.3312224071
806	0.3311615481
807	0.3310481132
808	0.3309558553
809	0.3308311026
810	0.3307564493
811	0.3306866464
812	0.3306209792
813	0.3305346489
814	0.3304753849
815	0.3303886496
816	0.3303283895
817	0.3302725956
818	0.3302334089
819	0.3301738676
820	0.330110021
821	0.3300510833
822	0.3299695723
823	0.3298860784
824	0.3298034577
825	0.3297690816
826	0.3296747461
827	0.3295329926
828	0.3294580185
829	0.3293581574
830	0.3292780528
831	0.3292329305
832	0.3291745082
833	0.3290719108
834	0.3290305201
835	0.32897792
836	0.3288271346
837	0.3287761303
838	0.3287410371
839	0.3286561581
840	0.3285642316
841	0.3285247607
842	0.3284298844
843	0.3283384855
844	0.3283063279
845	0.3282229186
846	0.3281554625
847	0.3281010684
848	0.328037545
849	0.3279409335
850	0.3278598599
851	0.3277787851
852	0.3277100717
853	0.327663148
854	0.3275670723
855	0.3275215588
856	0.3274417244
857	0.3273087386
858	0.3271985726
859	0.3270991777
860	0.3270372469
861	0.3269274234
862	0.3268634765
863	0.3268180856
864	0.3267253985
865	0.3266768286
866	0.3265845196
867	0.3265086991
868	0.3264233994
869	0.326343917
870	0.3262763537
871	0.3261664788
872	0.3261088961
873	0.3260022501
874	0.3259628237
875	0.325893886
876	0.3258367819
877	0.3257660962
878	0.325713177
879	0.3256294111
880	0.3255898711
881	0.3255313627
882	0.325490787
883	0.3253878033
884	0.3253042349
885	0.325234427
886	0.3251760359
887	0.3250857741
888	0.3250391567
889	0.324896917
890	0.3248373176
891	0.3247283008
892	0.3246564482
893	0.3246015532
894	0.3245523774
895	0.324499596
896	0.3243958039
897	0.3243063456
898	0.3242768269
899	0.324191243
900	0.3241520598
901	0.3241172834
902	0.3240621351
903	0.3239555079
904	0.3238656815
905	0.3238348257
906	0.3237931783
907	0.3237462719
908	0.3236624119
909	0.3235714162
910	0.3235230651
911	0.3233987787
912	0.3232774414
913	0.323226149
914	0.3231570092
915	0.3230944582
916	0.3230510468
917	0.3229938702
918	0.3229158291
919	0.3227818704
920	0.3227382443
921	0.3226844983
922	0.3226293434
923	0.3225405858
924	0.3224589059
925	0.3223758245
926	0.3223455342
927	0.3222614778
928	0.3221829142
929	0.3221277375
930	0.3220175925
931	0.321958985
932	0.3218574774
933	0.3217791997
934	0.3217053235
935	0.3216364692
936	0.3215746644
937	0.3214873116
938	0.3214365551
939	0.3213966753
940	0.321326708
941	0.3212510555
942	0.3211440246
943	0.3210975006
944	0.3210545041
945	0.320978095
946	0.3208880588
947	0.3208304444
948	0.3207586557
949	0.3207098588
950	0.320611168
951	0.3205692687
952	0.3205273169
953	0.3204212204
954	0.3203682886
955	0.3203265288
956	0.3202231139
957	0.3201488881
958	0.3200166677
959	0.3199115807
960	0.3198803283
961	0.3198007465
962	0.3197618709
963	0.3196827654
964	0.3195759582
965	0.3195205652
966	0.3194454994
967	0.3193763322
968	0.3192819913
969	0.3192191314
970	0.3191288127
971	0.3190425779
972	0.3189484054
973	0.3189146657
974	0.3188519627
975	0.3187352968
976	0.3186827905
977	0.3185982266
978	0.3184713846
979	0.3184182711
980	0.3183625724
981	0.3182592472
982	0.318170975
983	0.3181354172
984	0.3180658832
985	0.3180036425
986	0.3179167344
987	0.3178396907
988	0.317792919
989	0.3177386627
990	0.3176898309
991	0.3176264343
992	0.3175570782
993	0.3175075678
994	0.3174326361
995	0.3173612838
996	0.3173161467
997	0.3172263476
998	0.3171908856
999	0.31713397
